backbone,layer_i,layer_j,C_i_to_j,C_j_to_i,mutual_cost,asymmetry
Llama-3.1-8B,1,5,0.3902548085898161,9.659620761871338,9.659620761871338,9.269365953281522
Llama-3.1-8B,1,6,0.4536513276398182,9.40335413813591,9.40335413813591,8.949702810496092
Llama-3.1-8B,1,7,0.315445052459836,9.607633501291275,9.607633501291275,9.292188448831439
Llama-3.1-8B,1,8,0.20929247792810202,9.307654619216919,9.307654619216919,9.098362141288817
Llama-3.1-8B,1,9,0.22855334635823965,9.590867102146149,9.590867102146149,9.362313755787909
Llama-3.1-8B,1,10,0.2167329965159297,9.268376588821411,9.268376588821411,9.051643592305481
Llama-3.1-8B,1,11,0.2734413640573621,9.357778668403625,9.357778668403625,9.084337304346263
Llama-3.1-8B,1,12,0.22758107539266348,9.329375237226486,9.329375237226486,9.101794161833823
Llama-3.1-8B,1,13,0.27824368979781866,9.569690227508545,9.569690227508545,9.291446537710726
Llama-3.1-8B,1,14,0.2501221550628543,9.59687852859497,9.59687852859497,9.346756373532116
Llama-3.1-8B,1,15,0.2807029662653804,9.978056252002716,9.978056252002716,9.697353285737336
Llama-3.1-8B,1,16,0.24731201212853193,9.85252583026886,9.85252583026886,9.605213818140328
Llama-3.1-8B,1,17,0.2578147826716304,9.662360787391663,9.662360787391663,9.404546004720032
Llama-3.1-8B,1,18,0.24700191617012024,10.243135392665863,10.243135392665863,9.996133476495743
Llama-3.1-8B,1,19,0.22288572136312723,10.362118899822235,10.362118899822235,10.139233178459108
Llama-3.1-8B,1,20,0.2268773838877678,9.774437963962555,9.774437963962555,9.547560580074787
Llama-3.1-8B,1,21,0.18049140088260174,9.999391794204712,9.999391794204712,9.81890039332211
Llama-3.1-8B,1,22,0.17368827853351831,10.070816099643707,10.070816099643707,9.897127821110189
Llama-3.1-8B,1,23,0.1386950691230595,10.244806587696075,10.244806587696075,10.106111518573016
Llama-3.1-8B,1,24,0.1520754611119628,9.39094415307045,9.39094415307045,9.238868691958487
Llama-3.1-8B,1,25,0.11513366783037782,10.015827298164368,10.015827298164368,9.90069363033399
Llama-3.1-8B,1,26,0.13435775693506002,9.271603971719742,9.271603971719742,9.137246214784682
Llama-3.1-8B,1,27,0.13928066939115524,9.955056011676788,9.955056011676788,9.815775342285633
Llama-3.1-8B,1,28,0.09326993115246296,9.328012496232986,9.328012496232986,9.234742565080523
Llama-3.1-8B,1,29,0.1688582757487893,9.703284323215485,9.703284323215485,9.534426047466695
Llama-3.1-8B,1,30,0.2943467888981104,10.459386706352234,10.459386706352234,10.165039917454123
Llama-3.1-8B,1,31,0.9458718672394753,9.248337388038635,9.248337388038635,8.30246552079916
Llama-3.1-8B,2,3,0.2988331187516451,0.26343900710344315,0.2988331187516451,0.03539411164820194
Llama-3.1-8B,2,4,0.28181565180420876,0.3650004230439663,0.3650004230439663,0.08318477123975754
Llama-3.1-8B,2,5,0.3391165342181921,0.3982664793729782,0.3982664793729782,0.05914994515478611
Llama-3.1-8B,2,6,0.32819489389657974,0.5423236936330795,0.5423236936330795,0.2141287997364998
Llama-3.1-8B,2,7,0.2509930608794093,0.7001617476344109,0.7001617476344109,0.44916868675500154
Llama-3.1-8B,2,8,0.18746728543192148,0.8935068845748901,0.8935068845748901,0.7060395991429687
Llama-3.1-8B,2,9,0.19944180641323328,0.6898962631821632,0.6898962631821632,0.49045445676892996
Llama-3.1-8B,2,10,0.20342135801911354,0.9343947283923626,0.9343947283923626,0.730973370373249
Llama-3.1-8B,2,11,0.2503759153187275,0.8274332843720913,0.8274332843720913,0.5770573690533638
Llama-3.1-8B,2,12,0.20300261490046978,0.8817885741591454,0.8817885741591454,0.6787859592586756
Llama-3.1-8B,2,13,0.2469266839325428,0.8657546453177929,0.8657546453177929,0.6188279613852501
Llama-3.1-8B,2,14,0.22619948256760836,0.9244396574795246,0.9244396574795246,0.6982401749119163
Llama-3.1-8B,2,15,0.2727097850292921,0.9946910813450813,0.9946910813450813,0.7219812963157892
Llama-3.1-8B,2,16,0.24662518501281738,0.8830883465707302,0.8830883465707302,0.6364631615579128
Llama-3.1-8B,2,17,0.2495301067829132,0.9996932409703732,0.9996932409703732,0.75016313418746
Llama-3.1-8B,2,18,0.22256966587156057,0.9526457153260708,0.9526457153260708,0.7300760494545102
Llama-3.1-8B,2,19,0.21463744156062603,0.9861549325287342,0.9861549325287342,0.7715174909681082
Llama-3.1-8B,2,20,0.20057235844433308,0.8914552181959152,0.8914552181959152,0.6908828597515821
Llama-3.1-8B,2,21,0.1986302174627781,1.0104019716382027,1.0104019716382027,0.8117717541754246
Llama-3.1-8B,2,22,0.17252506501972675,1.0400753393769264,1.0400753393769264,0.8675502743571997
Llama-3.1-8B,2,23,0.13146251672878861,0.8513534590601921,0.8513534590601921,0.7198909423314035
Llama-3.1-8B,2,24,0.13820061460137367,0.8624009005725384,0.8624009005725384,0.7242002859711647
Llama-3.1-8B,2,25,0.09692237293347716,0.9358849488198757,0.9358849488198757,0.8389625758863986
Llama-3.1-8B,2,26,0.1186267165467143,1.082633625715971,1.082633625715971,0.9640069091692567
Llama-3.1-8B,2,27,0.1542664784938097,1.1543759182095528,1.1543759182095528,1.000109439715743
Llama-3.1-8B,2,28,0.09607044188305736,1.2627179697155952,1.2627179697155952,1.166647527832538
Llama-3.1-8B,2,29,0.19904964696615934,1.1771862171590328,1.1771862171590328,0.9781365701928735
Llama-3.1-8B,2,30,0.29092863481491804,1.2909464612603188,1.2909464612603188,1.0000178264454007
Llama-3.1-8B,2,31,0.9492144994437695,2.15138840675354,2.15138840675354,1.2021739073097706
Llama-3.1-8B,3,4,0.2692757612094283,0.2764136213809252,0.2764136213809252,0.007137860171496868
Llama-3.1-8B,3,5,0.28799239452928305,0.2270378414541483,0.28799239452928305,0.060954553075134754
Llama-3.1-8B,3,6,0.295549675822258,0.33766409009695053,0.33766409009695053,0.042114414274692535
Llama-3.1-8B,3,7,0.2360381744801998,0.43590886890888214,0.43590886890888214,0.19987069442868233
Llama-3.1-8B,3,8,0.17846466694027185,0.5764896534383297,0.5764896534383297,0.39802498649805784
Llama-3.1-8B,3,9,0.20934738963842392,0.4295172169804573,0.4295172169804573,0.2201698273420334
Llama-3.1-8B,3,10,0.2157985051162541,0.46014948561787605,0.46014948561787605,0.24435098050162196
Llama-3.1-8B,3,11,0.26413470692932606,0.5686865169554949,0.5686865169554949,0.3045518100261688
Llama-3.1-8B,3,12,0.19608015846461058,0.5530349593609571,0.5530349593609571,0.35695480089634657
Llama-3.1-8B,3,13,0.23290342278778553,0.4589203968644142,0.4589203968644142,0.22601697407662868
Llama-3.1-8B,3,14,0.2635698774829507,0.6663308702409267,0.6663308702409267,0.40276099275797606
Llama-3.1-8B,3,15,0.2579864915460348,0.6029640603810549,0.6029640603810549,0.34497756883502007
Llama-3.1-8B,3,16,0.24017660226672888,0.4902525842189789,0.4902525842189789,0.25007598195225
Llama-3.1-8B,3,17,0.24732335563749075,0.5854339897632599,0.5854339897632599,0.33811063412576914
Llama-3.1-8B,3,18,0.2137733418494463,0.4663235004991293,0.4663235004991293,0.252550158649683
Llama-3.1-8B,3,19,0.18696712609380484,0.5558111034333706,0.5558111034333706,0.36884397733956575
Llama-3.1-8B,3,20,0.2162719452753663,0.45700740814208984,0.45700740814208984,0.24073546286672354
Llama-3.1-8B,3,21,0.17863662634044886,0.5697709992527962,0.5697709992527962,0.3911343729123473
Llama-3.1-8B,3,22,0.15906072035431862,0.5379430465400219,0.5379430465400219,0.3788823261857033
Llama-3.1-8B,3,23,0.1175250131636858,0.42432895489037037,0.42432895489037037,0.30680394172668457
Llama-3.1-8B,3,24,0.1352662332355976,0.4096317831426859,0.4096317831426859,0.2743655499070883
Llama-3.1-8B,3,25,0.11153519712388515,0.5304039344191551,0.5304039344191551,0.41886873729526997
Llama-3.1-8B,3,26,0.11085279798135161,0.5487706866115332,0.5487706866115332,0.43791788863018155
Llama-3.1-8B,3,27,0.13865569420158863,0.5582141410559416,0.5582141410559416,0.41955844685435295
Llama-3.1-8B,3,28,0.10291691171005368,0.6375067383050919,0.6375067383050919,0.5345898265950382
Llama-3.1-8B,3,29,0.1810126444324851,0.5447957701981068,0.5447957701981068,0.36378312576562166
Llama-3.1-8B,3,30,0.2891054432839155,0.7044329084455967,0.7044329084455967,0.4153274651616812
Llama-3.1-8B,3,31,0.947949405759573,1.0189001634716988,1.0189001634716988,0.07095075771212578
Llama-3.1-8B,4,5,0.49847798608243465,0.2990989563986659,0.49847798608243465,0.19937902968376875
Llama-3.1-8B,4,6,0.38135990872979164,0.27771886717528105,0.38135990872979164,0.1036410415545106
Llama-3.1-8B,4,7,0.294979814440012,0.39364485442638397,0.39364485442638397,0.098665039986372
Llama-3.1-8B,4,8,0.19368332903832197,0.6185331419110298,0.6185331419110298,0.42484981287270784
Llama-3.1-8B,4,9,0.23229218274354935,0.3898508567363024,0.3898508567363024,0.15755867399275303
Llama-3.1-8B,4,10,0.2334438357502222,0.4526032954454422,0.4526032954454422,0.21915945969522
Llama-3.1-8B,4,11,0.2572802761569619,0.4836315233260393,0.4836315233260393,0.2263512471690774
Llama-3.1-8B,4,12,0.22207814641296864,0.5218501854687929,0.5218501854687929,0.2997720390558243
Llama-3.1-8B,4,13,0.25500918831676245,0.4060847982764244,0.4060847982764244,0.15107560995966196
Llama-3.1-8B,4,14,0.25175565015524626,0.5042995046824217,0.5042995046824217,0.2525438545271754
Llama-3.1-8B,4,15,0.2837827727198601,0.553557462990284,0.553557462990284,0.2697746902704239
Llama-3.1-8B,4,16,0.24795970413833857,0.446777468547225,0.446777468547225,0.19881776440888643
Llama-3.1-8B,4,17,0.23901801370084286,0.53395632840693,0.53395632840693,0.2949383147060871
Llama-3.1-8B,4,18,0.23674867022782564,0.475562596693635,0.475562596693635,0.23881392646580935
Llama-3.1-8B,4,19,0.20616515632718801,0.4836667999625206,0.4836667999625206,0.2775016436353326
Llama-3.1-8B,4,20,0.20570578332990408,0.43123843520879745,0.43123843520879745,0.22553265187889338
Llama-3.1-8B,4,21,0.1709913071244955,0.447989784181118,0.447989784181118,0.2769984770566225
Llama-3.1-8B,4,22,0.15318269841372967,0.44263739325106144,0.44263739325106144,0.28945469483733177
Llama-3.1-8B,4,23,0.10809047939255834,0.4045113567262888,0.4045113567262888,0.29642087733373046
Llama-3.1-8B,4,24,0.12668843613937497,0.42288097366690636,0.42288097366690636,0.2961925375275314
Llama-3.1-8B,4,25,0.10960975149646401,0.4568296167999506,0.4568296167999506,0.3472198653034866
Llama-3.1-8B,4,26,0.11999385291710496,0.4835352208465338,0.4835352208465338,0.3635413679294288
Llama-3.1-8B,4,27,0.1445881212130189,0.47949247248470783,0.47949247248470783,0.33490435127168894
Llama-3.1-8B,4,28,0.09795225504785776,0.5965674892067909,0.5965674892067909,0.49861523415893316
Llama-3.1-8B,4,29,0.1720556514337659,0.47777426429092884,0.47777426429092884,0.30571861285716295
Llama-3.1-8B,4,30,0.2991850320249796,0.5646999794989824,0.5646999794989824,0.26551494747400284
Llama-3.1-8B,4,31,0.9720589369535446,1.0603590458631516,1.0603590458631516,0.08830010890960693
Llama-3.1-8B,5,6,0.3852611258625984,0.30254217609763145,0.3852611258625984,0.08271894976496696
Llama-3.1-8B,5,7,0.3087192438542843,0.29330738820135593,0.3087192438542843,0.015411855652928352
Llama-3.1-8B,5,8,0.2440957874059677,0.4590489845722914,0.4590489845722914,0.21495319716632366
Llama-3.1-8B,5,9,0.2306493427604437,0.3935110419988632,0.3935110419988632,0.16286169923841953
Llama-3.1-8B,5,10,0.2388746216893196,0.4658420793712139,0.4658420793712139,0.2269674576818943
Llama-3.1-8B,5,11,0.28854983393102884,0.45091721042990685,0.45091721042990685,0.162367376498878
Llama-3.1-8B,5,12,0.23954671528190374,0.4992698971182108,0.4992698971182108,0.25972318183630705
Llama-3.1-8B,5,13,0.25200753938406706,0.41847190260887146,0.41847190260887146,0.1664643632248044
Llama-3.1-8B,5,14,0.2729524504393339,0.4818871431052685,0.4818871431052685,0.20893469266593456
Llama-3.1-8B,5,15,0.2958717495203018,0.5278550796210766,0.5278550796210766,0.23198333010077477
Llama-3.1-8B,5,16,0.2536485446617007,0.4513810072094202,0.4513810072094202,0.19773246254771948
Llama-3.1-8B,5,17,0.2507760524749756,0.5286307409405708,0.5286307409405708,0.27785468846559525
Llama-3.1-8B,5,18,0.24750454165041447,0.4979126676917076,0.4979126676917076,0.25040812604129314
Llama-3.1-8B,5,19,0.2370315482839942,0.4376645926386118,0.4376645926386118,0.2006330443546176
Llama-3.1-8B,5,20,0.22792210709303617,0.44489749893546104,0.44489749893546104,0.21697539184242487
Llama-3.1-8B,5,21,0.1946152402088046,0.4613132197409868,0.4613132197409868,0.2666979795321822
Llama-3.1-8B,5,22,0.19658938143402338,0.4521851968020201,0.4521851968020201,0.2555958153679967
Llama-3.1-8B,5,23,0.13801077473908663,0.3885109890252352,0.3885109890252352,0.25050021428614855
Llama-3.1-8B,5,24,0.12624351307749748,0.4200062658637762,0.4200062658637762,0.2937627527862787
Llama-3.1-8B,5,25,0.11389553733170033,0.4100052937865257,0.4100052937865257,0.2961097564548254
Llama-3.1-8B,5,26,0.10914787836372852,0.4730173759162426,0.4730173759162426,0.3638694975525141
Llama-3.1-8B,5,27,0.14436617121100426,0.49713257886469364,0.49713257886469364,0.3527664076536894
Llama-3.1-8B,5,28,0.09400651883333921,0.5711035989224911,0.5711035989224911,0.47709708008915186
Llama-3.1-8B,5,29,0.16391707118600607,0.46882956475019455,0.46882956475019455,0.3049124935641885
Llama-3.1-8B,5,30,0.2937601460143924,0.5504111684858799,0.5504111684858799,0.2566510224714875
Llama-3.1-8B,5,31,0.9602378010749817,1.0282877385616302,1.0282877385616302,0.06804993748664856
Llama-3.1-8B,6,7,0.2774855559691787,0.33507624734193087,0.33507624734193087,0.05759069137275219
Llama-3.1-8B,6,8,0.22810167353600264,0.4135533533990383,0.4135533533990383,0.18545167986303568
Llama-3.1-8B,6,9,0.21084088925272226,0.33708903566002846,0.33708903566002846,0.1262481464073062
Llama-3.1-8B,6,10,0.21996329352259636,0.4272182807326317,0.4272182807326317,0.20725498721003532
Llama-3.1-8B,6,11,0.2561713745817542,0.389101630076766,0.389101630076766,0.1329302554950118
Llama-3.1-8B,6,12,0.2138860486447811,0.5306745693087578,0.5306745693087578,0.31678852066397667
Llama-3.1-8B,6,13,0.23264065012335777,0.40371650643646717,0.40371650643646717,0.1710758563131094
Llama-3.1-8B,6,14,0.23566049989312887,0.46733294054865837,0.46733294054865837,0.2316724406555295
Llama-3.1-8B,6,15,0.2715631341561675,0.5667892210185528,0.5667892210185528,0.2952260868623853
Llama-3.1-8B,6,16,0.22744810581207275,0.44119651429355145,0.44119651429355145,0.2137484084814787
Llama-3.1-8B,6,17,0.2602995131164789,0.5186566580086946,0.5186566580086946,0.25835714489221573
Llama-3.1-8B,6,18,0.21847938373684883,0.4233907386660576,0.4233907386660576,0.20491135492920876
Llama-3.1-8B,6,19,0.21785105019807816,0.45304492115974426,0.45304492115974426,0.2351938709616661
Llama-3.1-8B,6,20,0.22952191811054945,0.3961638007313013,0.3961638007313013,0.16664188262075186
Llama-3.1-8B,6,21,0.1801614249125123,0.437842408195138,0.437842408195138,0.2576809832826257
Llama-3.1-8B,6,22,0.18313628993928432,0.4664495885372162,0.4664495885372162,0.28331329859793186
Llama-3.1-8B,6,23,0.13241563085466623,0.34133648686110973,0.34133648686110973,0.2089208560064435
Llama-3.1-8B,6,24,0.13288001995533705,0.40901918336749077,0.40901918336749077,0.2761391634121537
Llama-3.1-8B,6,25,0.11335280630737543,0.41667111590504646,0.41667111590504646,0.30331830959767103
Llama-3.1-8B,6,26,0.1145239807665348,0.4642622098326683,0.4642622098326683,0.3497382290661335
Llama-3.1-8B,6,27,0.13631769083440304,0.5075376983731985,0.5075376983731985,0.37122000753879547
Llama-3.1-8B,6,28,0.08793170750141144,0.5605459436774254,0.5605459436774254,0.47261423617601395
Llama-3.1-8B,6,29,0.17498745489865541,0.5312413927167654,0.5312413927167654,0.35625393781811
Llama-3.1-8B,6,30,0.2974801752716303,0.5327360983937979,0.5327360983937979,0.2352559231221676
Llama-3.1-8B,6,31,0.9531694613397121,1.0815620869398117,1.0815620869398117,0.12839262560009956
Llama-3.1-8B,7,8,0.3055781088769436,0.24039066769182682,0.3055781088769436,0.06518744118511677
Llama-3.1-8B,7,9,0.1979643628001213,0.21828849520534277,0.21828849520534277,0.020324132405221462
Llama-3.1-8B,7,10,0.2316145244985819,0.25890309177339077,0.25890309177339077,0.027288567274808884
Llama-3.1-8B,7,11,0.25773257575929165,0.25939286034554243,0.25939286034554243,0.001660284586250782
Llama-3.1-8B,7,12,0.23772111907601357,0.3568265978246927,0.3568265978246927,0.11910547874867916
Llama-3.1-8B,7,13,0.24068029038608074,0.29072677344083786,0.29072677344083786,0.05004648305475712
Llama-3.1-8B,7,14,0.24266789108514786,0.339143643155694,0.339143643155694,0.09647575207054615
Llama-3.1-8B,7,15,0.28671759366989136,0.4025489166378975,0.4025489166378975,0.11583132296800613
Llama-3.1-8B,7,16,0.2557344613596797,0.3045608513057232,0.3045608513057232,0.04882638994604349
Llama-3.1-8B,7,17,0.28357952181249857,0.37371860444545746,0.37371860444545746,0.09013908263295889
Llama-3.1-8B,7,18,0.23904552403837442,0.34009574446827173,0.34009574446827173,0.10105022042989731
Llama-3.1-8B,7,19,0.2185721192508936,0.33647450990974903,0.33647450990974903,0.11790239065885544
Llama-3.1-8B,7,20,0.22869287338107824,0.31548105645924807,0.31548105645924807,0.08678818307816982
Llama-3.1-8B,7,21,0.19332359079271555,0.34339088946580887,0.34339088946580887,0.15006729867309332
Llama-3.1-8B,7,22,0.16769835446029902,0.30401039868593216,0.30401039868593216,0.13631204422563314
Llama-3.1-8B,7,23,0.12843122892081738,0.2726347837597132,0.2726347837597132,0.1442035548388958
Llama-3.1-8B,7,24,0.13695298228412867,0.28351130802184343,0.28351130802184343,0.14655832573771477
Llama-3.1-8B,7,25,0.11877209600061178,0.3106341790407896,0.3106341790407896,0.19186208304017782
Llama-3.1-8B,7,26,0.1238939082249999,0.3435877785086632,0.3435877785086632,0.21969387028366327
Llama-3.1-8B,7,27,0.15732182189822197,0.3503470243886113,0.3503470243886113,0.19302520249038935
Llama-3.1-8B,7,28,0.10620189644396305,0.3741044607013464,0.3741044607013464,0.26790256425738335
Llama-3.1-8B,7,29,0.17609980516135693,0.3505427800118923,0.3505427800118923,0.1744429748505354
Llama-3.1-8B,7,30,0.29391798190772533,0.3860999830067158,0.3860999830067158,0.09218200109899044
Llama-3.1-8B,7,31,0.9679523929953575,0.781696267426014,0.9679523929953575,0.18625612556934357
Llama-3.1-8B,8,9,0.29132774099707603,0.2732223542407155,0.29132774099707603,0.01810538675636053
Llama-3.1-8B,8,10,0.24689003825187683,0.18549476377665997,0.24689003825187683,0.061395274475216866
Llama-3.1-8B,8,11,0.27677770517766476,0.2168558482080698,0.27677770517766476,0.059921856969594955
Llama-3.1-8B,8,12,0.2108992114663124,0.23062903713434935,0.23062903713434935,0.019729825668036938
Llama-3.1-8B,8,13,0.27462758496403694,0.22897153347730637,0.27462758496403694,0.045656051486730576
Llama-3.1-8B,8,14,0.27503489796072245,0.2481090733781457,0.27503489796072245,0.02692582458257675
Llama-3.1-8B,8,15,0.3120222482830286,0.2506874166429043,0.3120222482830286,0.06133483164012432
Llama-3.1-8B,8,16,0.2717098407447338,0.2519077342003584,0.2717098407447338,0.01980210654437542
Llama-3.1-8B,8,17,0.26336353085935116,0.24328082241117954,0.26336353085935116,0.020082708448171616
Llama-3.1-8B,8,18,0.23148544877767563,0.22671173699200153,0.23148544877767563,0.004773711785674095
Llama-3.1-8B,8,19,0.2280198624357581,0.23199863266199827,0.23199863266199827,0.003978770226240158
Llama-3.1-8B,8,20,0.23118370305746794,0.22518892493098974,0.23118370305746794,0.005994778126478195
Llama-3.1-8B,8,21,0.18229796644300222,0.22383560240268707,0.22383560240268707,0.04153763595968485
Llama-3.1-8B,8,22,0.17362866178154945,0.22592356707900763,0.22592356707900763,0.05229490529745817
Llama-3.1-8B,8,23,0.1405965741723776,0.24844385962933302,0.24844385962933302,0.10784728545695543
Llama-3.1-8B,8,24,0.14058097545057535,0.2768154302611947,0.2768154302611947,0.13623445481061935
Llama-3.1-8B,8,25,0.11621574917808175,0.24025950767099857,0.24025950767099857,0.12404375849291682
Llama-3.1-8B,8,26,0.11935530928894877,0.24371919129043818,0.24371919129043818,0.1243638820014894
Llama-3.1-8B,8,27,0.15020596887916327,0.27404211834073067,0.27404211834073067,0.1238361494615674
Llama-3.1-8B,8,28,0.10298092104494572,0.29160456731915474,0.29160456731915474,0.18862364627420902
Llama-3.1-8B,8,29,0.17514453455805779,0.2775527089834213,0.2775527089834213,0.10240817442536354
Llama-3.1-8B,8,30,0.2948479251936078,0.28846463188529015,0.2948479251936078,0.006383293308317661
Llama-3.1-8B,8,31,0.9758833460509777,0.7055471539497375,0.9758833460509777,0.27033619210124016
Llama-3.1-8B,9,10,0.28334912098944187,0.22535833436995745,0.28334912098944187,0.057990786619484425
Llama-3.1-8B,9,11,0.25386533234268427,0.21454545203596354,0.25386533234268427,0.039319880306720734
Llama-3.1-8B,9,12,0.23118308559060097,0.25491210632026196,0.25491210632026196,0.023729020729660988
Llama-3.1-8B,9,13,0.2741785850375891,0.25253509171307087,0.2741785850375891,0.021643493324518204
Llama-3.1-8B,9,14,0.3116026371717453,0.321236290037632,0.321236290037632,0.009633652865886688
Llama-3.1-8B,9,15,0.3091268436983228,0.3145786439999938,0.3145786439999938,0.005451800301671028
Llama-3.1-8B,9,16,0.27677000407129526,0.2648816956207156,0.27677000407129526,0.011888308450579643
Llama-3.1-8B,9,17,0.2733437120914459,0.29413089994341135,0.29413089994341135,0.020787187851965427
Llama-3.1-8B,9,18,0.24846787378191948,0.25133887585252523,0.25133887585252523,0.002871002070605755
Llama-3.1-8B,9,19,0.22050357703119516,0.2508089551702142,0.2508089551702142,0.030305378139019012
Llama-3.1-8B,9,20,0.21815223898738623,0.24937523435801268,0.24937523435801268,0.03122299537062645
Llama-3.1-8B,9,21,0.20123970601707697,0.2723860191181302,0.2723860191181302,0.07114631310105324
Llama-3.1-8B,9,22,0.18590217735618353,0.26656357385218143,0.26656357385218143,0.0806613964959979
Llama-3.1-8B,9,23,0.147681490983814,0.2405509715899825,0.2405509715899825,0.09286948060616851
Llama-3.1-8B,9,24,0.12825297098606825,0.2763019483536482,0.2763019483536482,0.14804897736757994
Llama-3.1-8B,9,25,0.11686794832348824,0.2878360850736499,0.2878360850736499,0.17096813675016165
Llama-3.1-8B,9,26,0.1278107981197536,0.26342235039919615,0.26342235039919615,0.13561155227944255
Llama-3.1-8B,9,27,0.15172088239341974,0.3108079992234707,0.3108079992234707,0.15908711683005095
Llama-3.1-8B,9,28,0.09981623850762844,0.3452672017738223,0.3452672017738223,0.24545096326619387
Llama-3.1-8B,9,29,0.1712861629202962,0.27206556033343077,0.27206556033343077,0.10077939741313457
Llama-3.1-8B,9,30,0.30369405169039965,0.3609452173113823,0.3609452173113823,0.05725116562098265
Llama-3.1-8B,9,31,0.9784314297139645,0.6498968377709389,0.9784314297139645,0.3285345919430256
Llama-3.1-8B,10,11,0.34106740169227123,0.23553174547851086,0.34106740169227123,0.10553565621376038
Llama-3.1-8B,10,12,0.22780088149011135,0.2328448137268424,0.2328448137268424,0.005043932236731052
Llama-3.1-8B,10,13,0.2820822447538376,0.23452952783554792,0.2820822447538376,0.04755271691828966
Llama-3.1-8B,10,14,0.2723743785172701,0.2843110887333751,0.2843110887333751,0.011936710216104984
Llama-3.1-8B,10,15,0.3217858374118805,0.2683660201728344,0.3217858374118805,0.0534198172390461
Llama-3.1-8B,10,16,0.30149419140070677,0.2360345283523202,0.30149419140070677,0.06545966304838657
Llama-3.1-8B,10,17,0.30873766262084246,0.28293400164693594,0.30873766262084246,0.025803660973906517
Llama-3.1-8B,10,18,0.2723162164911628,0.26391729013994336,0.2723162164911628,0.008398926351219416
Llama-3.1-8B,10,19,0.2683150237426162,0.25620343163609505,0.2683150237426162,0.01211159210652113
Llama-3.1-8B,10,20,0.25409634597599506,0.2363234581425786,0.25409634597599506,0.017772887833416462
Llama-3.1-8B,10,21,0.208680490963161,0.24944938905537128,0.24944938905537128,0.04076889809221029
Llama-3.1-8B,10,22,0.1843925602734089,0.23980506509542465,0.23980506509542465,0.05541250482201576
Llama-3.1-8B,10,23,0.14954300923272967,0.23061780538409948,0.23061780538409948,0.08107479615136981
Llama-3.1-8B,10,24,0.14254281762987375,0.2489852774888277,0.2489852774888277,0.10644245985895395
Llama-3.1-8B,10,25,0.12486726883798838,0.2560063973069191,0.2560063973069191,0.13113912846893072
Llama-3.1-8B,10,26,0.11811227258294821,0.2766775768250227,0.2766775768250227,0.1585653042420745
Llama-3.1-8B,10,27,0.1454256782308221,0.29104021191596985,0.29104021191596985,0.14561453368514776
Llama-3.1-8B,10,28,0.10348901804536581,0.30408495757728815,0.30408495757728815,0.20059593953192234
Llama-3.1-8B,10,29,0.20702768629416823,0.2725046845152974,0.2725046845152974,0.06547699822112918
Llama-3.1-8B,10,30,0.2994792964309454,0.29848075937479734,0.2994792964309454,0.0009985370561480522
Llama-3.1-8B,10,31,0.9709643349051476,0.5530932154506445,0.9709643349051476,0.41787111945450306
Llama-3.1-8B,11,12,0.27110281214118004,0.3132394291460514,0.3132394291460514,0.04213661700487137
Llama-3.1-8B,11,13,0.29846554435789585,0.27177358139306307,0.29846554435789585,0.026691962964832783
Llama-3.1-8B,11,14,0.30193694587796926,0.3553735436871648,0.3553735436871648,0.05343659780919552
Llama-3.1-8B,11,15,0.31030205450952053,0.3215164728462696,0.3215164728462696,0.011214418336749077
Llama-3.1-8B,11,16,0.3104735929518938,0.28060461953282356,0.3104735929518938,0.029868973419070244
Llama-3.1-8B,11,17,0.2829691218212247,0.3433906165882945,0.3433906165882945,0.06042149476706982
Llama-3.1-8B,11,18,0.26377647928893566,0.27748153638094664,0.27748153638094664,0.013705057092010975
Llama-3.1-8B,11,19,0.23463930282741785,0.3199574761092663,0.3199574761092663,0.08531817328184843
Llama-3.1-8B,11,20,0.24327984172850847,0.27733437716960907,0.27733437716960907,0.0340545354411006
Llama-3.1-8B,11,21,0.2203309377655387,0.3153496449813247,0.3153496449813247,0.09501870721578598
Llama-3.1-8B,11,22,0.21321243327111006,0.2659291597083211,0.2659291597083211,0.05271672643721104
Llama-3.1-8B,11,23,0.162787145934999,0.27086727041751146,0.27086727041751146,0.10808012448251247
Llama-3.1-8B,11,24,0.1690329760313034,0.2963993875309825,0.2963993875309825,0.1273664114996791
Llama-3.1-8B,11,25,0.11854826007038355,0.3162865899503231,0.3162865899503231,0.19773832987993956
Llama-3.1-8B,11,26,0.13775142328813672,0.34806267637759447,0.34806267637759447,0.21031125308945775
Llama-3.1-8B,11,27,0.15844122041016817,0.3301906902343035,0.3301906902343035,0.1717494698241353
Llama-3.1-8B,11,28,0.1069603729993105,0.39779461454600096,0.39779461454600096,0.29083424154669046
Llama-3.1-8B,11,29,0.18917948938906193,0.3415177371352911,0.3415177371352911,0.15233824774622917
Llama-3.1-8B,11,30,0.2917681410908699,0.3678436931222677,0.3678436931222677,0.07607555203139782
Llama-3.1-8B,11,31,0.9752019643783569,0.7153075486421585,0.9752019643783569,0.2598944157361984
Llama-3.1-8B,12,13,0.34949308820068836,0.23744979593902826,0.34949308820068836,0.1120432922616601
Llama-3.1-8B,12,14,0.27731278631836176,0.26479362789541483,0.27731278631836176,0.01251915842294693
Llama-3.1-8B,12,15,0.33055629581213,0.21032829768955708,0.33055629581213,0.1202279981225729
Llama-3.1-8B,12,16,0.3259113244712353,0.21060485672205687,0.3259113244712353,0.11530646774917841
