backbone,donor,target,delta_nll,kl,C_forward
Llama-3.2-3B,4,1,3.658203125,3.7466337978839874,7.404836922883987
Llama-3.2-3B,11,1,3.677734375,3.750648856163025,7.428383231163025
Llama-3.2-3B,20,1,3.724609375,3.782216489315033,7.506825864315033
Llama-3.2-3B,15,1,3.724609375,3.7825193405151367,7.507128715515137
Llama-3.2-3B,18,1,3.728515625,3.794302463531494,7.522818088531494
Llama-3.2-3B,9,1,3.724609375,3.798845797777176,7.523455172777176
Llama-3.2-3B,19,1,3.763671875,3.8276962637901306,7.591368138790131
Llama-3.2-3B,13,1,3.783203125,3.855641722679138,7.638844847679138
Llama-3.2-3B,17,1,3.794921875,3.8590361773967743,7.653958052396774
Llama-3.2-3B,14,1,3.802734375,3.874825596809387,7.677559971809387
Llama-3.2-3B,8,1,3.798828125,3.8834207952022552,7.682248920202255
Llama-3.2-3B,3,1,3.810546875,3.882451683282852,7.692998558282852
Llama-3.2-3B,7,1,3.814453125,3.886068433523178,7.700521558523178
Llama-3.2-3B,12,1,3.822265625,3.8893883228302,7.7116539478302
Llama-3.2-3B,22,1,3.884765625,3.957207500934601,7.841973125934601
Llama-3.2-3B,21,1,3.900390625,3.9563854932785034,7.856776118278503
Llama-3.2-3B,6,1,3.900390625,3.9791136980056763,7.879504323005676
Llama-3.2-3B,10,1,3.916015625,4.001661241054535,7.917676866054535
Llama-3.2-3B,24,1,3.966796875,4.043690234422684,8.010487109422684
Llama-3.2-3B,23,1,3.962890625,4.048442125320435,8.011332750320435
Llama-3.2-3B,1,0,3.984375,4.064559429883957,8.048934429883957
Llama-3.2-3B,5,1,4.029296875,4.084554761648178,8.113851636648178
Llama-3.2-3B,25,1,4.083984375,4.1560381054878235,8.240022480487823
Llama-3.2-3B,26,1,4.103515625,4.141309946775436,8.244825571775436
Llama-3.2-3B,2,0,4.322265625,4.40360951423645,8.72587513923645
Llama-3.2-3B,27,1,4.439453125,4.533312916755676,8.972766041755676
Llama-3.2-3B,19,0,4.708984375,4.813722550868988,9.522706925868988
Llama-3.2-3B,16,0,4.865234375,4.935565531253815,9.800799906253815
Llama-3.2-3B,17,0,4.990234375,5.062198340892792,10.052432715892792
Llama-3.2-3B,15,0,5.001953125,5.0730584263801575,10.075011551380157
Llama-3.2-3B,12,0,5.029296875,5.104407906532288,10.133704781532288
Llama-3.2-3B,4,0,5.044921875,5.124377012252808,10.169298887252808
Llama-3.2-3B,20,0,5.048828125,5.14417177438736,10.19299989938736
Llama-3.2-3B,3,0,5.064453125,5.151517421007156,10.215970546007156
Llama-3.2-3B,8,0,5.087890625,5.177486062049866,10.265376687049866
Llama-3.2-3B,18,0,5.107421875,5.200240433216095,10.307662308216095
Llama-3.2-3B,11,0,5.166015625,5.225041568279266,10.391057193279266
Llama-3.2-3B,10,0,5.185546875,5.260188102722168,10.445734977722168
Llama-3.2-3B,14,0,5.251953125,5.319475948810577,10.571429073810577
Llama-3.2-3B,23,0,5.337890625,5.40276974439621,10.74066036939621
Llama-3.2-3B,13,0,5.330078125,5.411636650562286,10.741714775562286
Llama-3.2-3B,6,0,5.376953125,5.452806293964386,10.829759418964386
Llama-3.2-3B,22,0,5.427734375,5.511160790920258,10.938895165920258
Llama-3.2-3B,21,0,5.458984375,5.544405281543732,11.003389656543732
Llama-3.2-3B,9,0,5.462890625,5.55622524023056,11.01911586523056
Llama-3.2-3B,7,0,5.521484375,5.602766036987305,11.124250411987305
Llama-3.2-3B,24,0,5.568359375,5.641200125217438,11.209559500217438
Llama-3.2-3B,5,0,5.900390625,5.9712952971458435,11.871685922145844
Llama-3.2-3B,25,0,6.177734375,6.255594193935394,12.433328568935394
Llama-3.2-3B,26,0,7.068359375,7.1596972942352295,14.22805666923523
Llama-3.2-3B,27,0,7.529296875,7.632495760917664,15.161792635917664
Llama-3.1-8B,6,28,0.0087890625,0.07914264500141144,0.08793170750141144
Llama-3.1-8B,1,28,0.0146484375,0.07862149365246296,0.09326993115246296
Llama-3.1-8B,5,28,0.009765625,0.08424089383333921,0.09400651883333921
Llama-3.1-8B,2,28,0.021484375,0.07458606688305736,0.09607044188305736
Llama-3.1-8B,2,25,0.0322265625,0.06469581043347716,0.09692237293347716
Llama-3.1-8B,4,28,0.0205078125,0.07744444254785776,0.09795225504785776
Llama-3.1-8B,12,28,0.0146484375,0.08443923387676477,0.09908767137676477
Llama-3.1-8B,9,28,0.0126953125,0.08712092600762844,0.09981623850762844
Llama-3.1-8B,3,28,0.021484375,0.08143253671005368,0.10291691171005368
Llama-3.1-8B,8,28,0.01953125,0.08344967104494572,0.10298092104494572
Llama-3.1-8B,10,28,0.0205078125,0.08298120554536581,0.10348901804536581
Llama-3.1-8B,0,28,0.0263671875,0.07734734751284122,0.10371453501284122
Llama-3.1-8B,7,28,0.0205078125,0.08569408394396305,0.10620189644396305
Llama-3.1-8B,11,28,0.0224609375,0.0844994354993105,0.1069603729993105
Llama-3.1-8B,4,23,0.03125,0.07684047939255834,0.10809047939255834
Llama-3.1-8B,5,26,0.037109375,0.07203850336372852,0.10914787836372852
Llama-3.1-8B,14,28,0.0234375,0.08574666269123554,0.10918416269123554
Llama-3.1-8B,4,25,0.044921875,0.06468787649646401,0.10960975149646401
Llama-3.1-8B,3,26,0.033203125,0.07764967298135161,0.11085279798135161
Llama-3.1-8B,3,25,0.0458984375,0.06563675962388515,0.11153519712388515
Llama-3.1-8B,6,25,0.0380859375,0.07526686880737543,0.11335280630737543
Llama-3.1-8B,5,25,0.0439453125,0.06995022483170033,0.11389553733170033
Llama-3.1-8B,6,26,0.03515625,0.0793677307665348,0.1145239807665348
Llama-3.1-8B,1,25,0.0498046875,0.06532898033037782,0.11513366783037782
Llama-3.1-8B,0,26,0.0419921875,0.07380321901291609,0.11579540651291609
Llama-3.1-8B,8,25,0.048828125,0.06738762417808175,0.11621574917808175
Llama-3.1-8B,9,25,0.0478515625,0.06901638582348824,0.11686794832348824
Llama-3.1-8B,3,23,0.0400390625,0.0774859506636858,0.1175250131636858
Llama-3.1-8B,10,26,0.0419921875,0.07612008508294821,0.11811227258294821
Llama-3.1-8B,11,25,0.048828125,0.06972013507038355,0.11854826007038355
Llama-3.1-8B,2,26,0.041015625,0.0776110915467143,0.1186267165467143
Llama-3.1-8B,7,25,0.048828125,0.06994397100061178,0.11877209600061178
Llama-3.1-8B,8,26,0.0458984375,0.07345687178894877,0.11935530928894877
Llama-3.1-8B,4,26,0.0498046875,0.07018916541710496,0.11999385291710496
Llama-3.1-8B,13,28,0.03515625,0.08604323957115412,0.12119948957115412
Llama-3.1-8B,16,28,0.03125,0.09150460548698902,0.12275460548698902
Llama-3.1-8B,7,26,0.044921875,0.0789720332249999,0.1238939082249999
Llama-3.1-8B,10,25,0.0546875,0.07017976883798838,0.12486726883798838
Llama-3.1-8B,5,24,0.0380859375,0.08815757557749748,0.12624351307749748
Llama-3.1-8B,4,24,0.0439453125,0.08274312363937497,0.12668843613937497
Llama-3.1-8B,0,25,0.0576171875,0.06971001531928778,0.12732720281928778
Llama-3.1-8B,9,26,0.0498046875,0.0780061106197536,0.1278107981197536
Llama-3.1-8B,9,24,0.0439453125,0.08430765848606825,0.12825297098606825
Llama-3.1-8B,7,23,0.0439453125,0.08448591642081738,0.12843122892081738
Llama-3.1-8B,12,25,0.0498046875,0.080037756357342,0.129842443857342
Llama-3.1-8B,2,23,0.048828125,0.08263439172878861,0.13146251672878861
Llama-3.1-8B,14,26,0.0498046875,0.08235026756301522,0.13215495506301522
Llama-3.1-8B,6,23,0.0478515625,0.08456406835466623,0.13241563085466623
Llama-3.1-8B,15,28,0.03515625,0.09748065005987883,0.13263690005987883
Llama-3.1-8B,6,24,0.0458984375,0.08698158245533705,0.13288001995533705
Llama-3.1-8B,1,26,0.056640625,0.07771713193506002,0.13435775693506002
Llama-3.1-8B,14,25,0.0576171875,0.07743447925895452,0.13505166675895452
Llama-3.1-8B,3,24,0.046875,0.08839123323559761,0.1352662332355976
Llama-3.1-8B,13,25,0.060546875,0.07489685574546456,0.13544373074546456
Llama-3.1-8B,16,25,0.0556640625,0.08000606251880527,0.13567012501880527
Llama-3.1-8B,12,26,0.052734375,0.08337569702416658,0.13611007202416658
Llama-3.1-8B,6,27,0.0419921875,0.09432550333440304,0.13631769083440304
Llama-3.1-8B,7,24,0.0458984375,0.09105454478412867,0.13695298228412867
Llama-3.1-8B,11,26,0.0556640625,0.08208736078813672,0.13775142328813672
Llama-3.1-8B,5,23,0.046875,0.09113577473908663,0.13801077473908663
Llama-3.1-8B,2,24,0.0498046875,0.08839592710137367,0.13820061460137367
Llama-3.1-8B,3,27,0.0517578125,0.08689788170158863,0.13865569420158863
Llama-3.1-8B,1,23,0.056640625,0.08205444412305951,0.1386950691230595
Llama-3.1-8B,1,27,0.048828125,0.09045254439115524,0.13928066939115524
Llama-3.1-8B,8,24,0.0546875,0.08589347545057535,0.14058097545057535
Llama-3.1-8B,8,23,0.0556640625,0.08493251167237759,0.1405965741723776
Llama-3.1-8B,10,24,0.05078125,0.09176156762987375,0.14254281762987375
Llama-3.1-8B,16,26,0.0556640625,0.08867360837757587,0.14433767087757587
Llama-3.1-8B,5,27,0.048828125,0.09553804621100426,0.14436617121100426
Llama-3.1-8B,4,27,0.05859375,0.0859943712130189,0.1445881212130189
Llama-3.1-8B,17,28,0.044921875,0.10022046882659197,0.14514234382659197
Llama-3.1-8B,10,27,0.0576171875,0.08780849073082209,0.1454256782308221
Llama-3.1-8B,26,28,0.0517578125,0.09538504853844643,0.14714286103844643
Llama-3.1-8B,9,23,0.05859375,0.089087740983814,0.147681490983814
Llama-3.1-8B,13,23,0.0478515625,0.10015953611582518,0.14801109861582518
Llama-3.1-8B,0,24,0.0634765625,0.08518354874104261,0.14866011124104261
Llama-3.1-8B,0,23,0.06640625,0.08266502479091287,0.14907127479091287
Llama-3.1-8B,27,26,0.064453125,0.08473857957869768,0.14919170457869768
Llama-3.1-8B,10,23,0.0615234375,0.08801957173272967,0.14954300923272967
Llama-3.1-8B,8,27,0.0595703125,0.09063565637916327,0.15020596887916327
Llama-3.1-8B,9,27,0.0546875,0.09703338239341974,0.15172088239341974
Llama-3.1-8B,13,26,0.0693359375,0.08253947459161282,0.15187541209161282
Llama-3.1-8B,1,24,0.0615234375,0.0905520236119628,0.1520754611119628
Llama-3.1-8B,4,22,0.0576171875,0.09556551091372967,0.15318269841372967
Llama-3.1-8B,2,27,0.05859375,0.0956727284938097,0.1542664784938097
Llama-3.1-8B,19,28,0.048828125,0.1071925712749362,0.1560206962749362
Llama-3.1-8B,7,27,0.0625,0.09482182189822197,0.15732182189822197
Llama-3.1-8B,18,28,0.056640625,0.10081564448773861,0.1574562694877386
Llama-3.1-8B,21,28,0.0498046875,0.10767083987593651,0.1574755273759365
Llama-3.1-8B,0,27,0.0673828125,0.09027345571666956,0.15765626821666956
Llama-3.1-8B,11,27,0.0615234375,0.09691778291016817,0.15844122041016817
Llama-3.1-8B,12,27,0.0634765625,0.0953706493601203,0.1588472118601203
Llama-3.1-8B,3,22,0.0625,0.09656072035431862,0.15906072035431862
Llama-3.1-8B,26,25,0.0712890625,0.08884786628186703,0.16013692878186703
Llama-3.1-8B,22,25,0.0693359375,0.09102067165076733,0.16035660915076733
Llama-3.1-8B,27,25,0.072265625,0.08882546797394753,0.16109109297394753
Llama-3.1-8B,24,28,0.0498046875,0.11133965384215117,0.16114434134215117
Llama-3.1-8B,18,25,0.0693359375,0.09203738439828157,0.16137332189828157
Llama-3.1-8B,22,28,0.052734375,0.10973365418612957,0.16246802918612957
Llama-3.1-8B,20,28,0.0517578125,0.1109959939494729,0.1627538064494729
Llama-3.1-8B,25,26,0.07421875,0.08856441546231508,0.16278316546231508
Llama-3.1-8B,11,23,0.064453125,0.09833402093499899,0.162787145934999
Llama-3.1-8B,23,28,0.0537109375,0.10965845827013254,0.16336939577013254
Llama-3.1-8B,23,25,0.080078125,0.08347383141517639,0.1635519564151764
Llama-3.1-8B,13,27,0.0693359375,0.09424030128866434,0.16357623878866434
Llama-3.1-8B,13,24,0.05859375,0.10531566385179758,0.16390941385179758
Llama-3.1-8B,5,29,0.076171875,0.08774519618600607,0.16391707118600607
Llama-3.1-8B,21,26,0.072265625,0.09165324177592993,0.16391886677592993
Llama-3.1-8B,14,27,0.0673828125,0.09746683016419411,0.1648496426641941
Llama-3.1-8B,12,23,0.06640625,0.09847454074770212,0.16488079074770212
Llama-3.1-8B,15,26,0.0732421875,0.09224574640393257,0.16548793390393257
Llama-3.1-8B,24,25,0.076171875,0.08943082485347986,0.16560269985347986
Llama-3.1-8B,12,24,0.0615234375,0.10510043241083622,0.16662386991083622
Llama-3.1-8B,18,26,0.0732421875,0.09350104629993439,0.1667432337999344
Llama-3.1-8B,7,22,0.0625,0.10519835446029902,0.16769835446029902
Llama-3.1-8B,21,25,0.08203125,0.08575007086619735,0.16778132086619735
Llama-3.1-8B,15,25,0.078125,0.09067168179899454,0.16879668179899454
Llama-3.1-8B,1,29,0.080078125,0.08878015074878931,0.1688582757487893
Llama-3.1-8B,11,24,0.068359375,0.1006736010313034,0.1690329760313034
Llama-3.1-8B,17,26,0.0791015625,0.09105901792645454,0.17016058042645454
Llama-3.1-8B,24,26,0.07421875,0.09630675707012415,0.17052550707012415
Llama-3.1-8B,4,21,0.0693359375,0.1016553696244955,0.1709913071244955
Llama-3.1-8B,9,29,0.0791015625,0.09218460042029619,0.1712861629202962
Llama-3.1-8B,14,24,0.0654296875,0.10586070362478495,0.17129039112478495
Llama-3.1-8B,22,26,0.078125,0.09323144890367985,0.17135644890367985
Llama-3.1-8B,4,29,0.0830078125,0.08904783893376589,0.1720556514337659
Llama-3.1-8B,21,24,0.068359375,0.10396143700927496,0.17232081200927496
Llama-3.1-8B,2,22,0.072265625,0.10025944001972675,0.17252506501972675
Llama-3.1-8B,17,25,0.083984375,0.08943097852170467,0.17341535352170467
Llama-3.1-8B,8,22,0.0732421875,0.10038647428154945,0.17362866178154945
Llama-3.1-8B,1,22,0.078125,0.09556327853351831,0.17368827853351831
Llama-3.1-8B,14,23,0.072265625,0.10209089331328869,0.1743565183132887
Llama-3.1-8B,23,26,0.0830078125,0.09172371216118336,0.17473152466118336
Llama-3.1-8B,6,29,0.0810546875,0.09393276739865541,0.17498745489865541
Llama-3.1-8B,8,29,0.0830078125,0.09213672205805779,0.17514453455805779
Llama-3.1-8B,16,27,0.078125,0.09794013109058142,0.17606513109058142
Llama-3.1-8B,7,29,0.087890625,0.08820918016135693,0.17609980516135693
Llama-3.1-8B,25,28,0.060546875,0.11558323819190264,0.17613011319190264
Llama-3.1-8B,27,28,0.0634765625,0.11314882710576057,0.17662538960576057
Llama-3.1-8B,26,24,0.072265625,0.10479249991476536,0.17705812491476536
Llama-3.1-8B,3,8,0.087890625,0.09057404194027185,0.17846466694027185
Llama-3.1-8B,3,21,0.0712890625,0.10734756384044886,0.17863662634044886
Llama-3.1-8B,25,27,0.07421875,0.10450090002268553,0.17871965002268553
Llama-3.1-8B,20,26,0.0859375,0.09405750408768654,0.17999500408768654
Llama-3.1-8B,6,21,0.068359375,0.1118020499125123,0.1801614249125123
Llama-3.1-8B,1,21,0.076171875,0.10431952588260174,0.18049140088260174
Llama-3.1-8B,3,29,0.08984375,0.0911688944324851,0.1810126444324851
Llama-3.1-8B,12,29,0.0888671875,0.09228993207216263,0.18115711957216263
Llama-3.1-8B,20,25,0.0869140625,0.09446860570460558,0.18138266820460558
Llama-3.1-8B,26,27,0.0732421875,0.10820458550006151,0.1814467730000615
Llama-3.1-8B,8,21,0.0751953125,0.10710265394300222,0.18229796644300222
Llama-3.1-8B,16,24,0.0732421875,0.10924396570771933,0.18248615320771933
Llama-3.1-8B,0,29,0.091796875,0.09076051600277424,0.18255739100277424
Llama-3.1-8B,6,22,0.0732421875,0.10989410243928432,0.18313628993928432
Llama-3.1-8B,26,23,0.0791015625,0.10467751231044531,0.1837790748104453
Llama-3.1-8B,10,22,0.0810546875,0.10333787277340889,0.1843925602734089
Llama-3.1-8B,10,8,0.0908203125,0.09467445127665997,0.18549476377665997
Llama-3.1-8B,9,22,0.0771484375,0.10875373985618353,0.18590217735618353
Llama-3.1-8B,24,27,0.0830078125,0.10331527423113585,0.18632308673113585
Llama-3.1-8B,22,24,0.076171875,0.11021501943469048,0.18638689443469048
Llama-3.1-8B,3,19,0.08203125,0.10493587609380484,0.18696712609380484
Llama-3.1-8B,25,23,0.078125,0.10896548815071583,0.18709048815071583
Llama-3.1-8B,2,8,0.09375,0.09371728543192148,0.18746728543192148
Llama-3.1-8B,11,29,0.0966796875,0.09249980188906193,0.18917948938906193
Llama-3.1-8B,16,23,0.078125,0.11114949267357588,0.18927449267357588
Llama-3.1-8B,15,27,0.083984375,0.10565214231610298,0.18963651731610298
Llama-3.1-8B,23,24,0.0888671875,0.10224785562604666,0.19111504312604666
Llama-3.1-8B,25,24,0.0771484375,0.11419624090194702,0.19134467840194702
Llama-3.1-8B,21,23,0.0791015625,0.11297231819480658,0.19207388069480658
Llama-3.1-8B,0,22,0.087890625,0.10502835363149643,0.19291897863149643
Llama-3.1-8B,17,27,0.0859375,0.10733688157051802,0.19327438157051802
Llama-3.1-8B,19,26,0.087890625,0.10542339738458395,0.19331402238458395
Llama-3.1-8B,7,21,0.0830078125,0.11031577829271555,0.19332359079271555
Llama-3.1-8B,14,29,0.09765625,0.09600046370178461,0.1936567137017846
Llama-3.1-8B,4,8,0.0888671875,0.10481614153832197,0.19368332903832197
Llama-3.1-8B,5,21,0.080078125,0.11453711520880461,0.1946152402088046
Llama-3.1-8B,20,24,0.0859375,0.10881344228982925,0.19475094228982925
Llama-3.1-8B,3,12,0.09375,0.10233015846461058,0.19608015846461058
Llama-3.1-8B,5,22,0.08203125,0.11455813143402338,0.19658938143402338
Llama-3.1-8B,19,25,0.091796875,0.10516782384365797,0.19696469884365797
Llama-3.1-8B,7,9,0.0927734375,0.10519092530012131,0.1979643628001213
Llama-3.1-8B,2,21,0.0908203125,0.10780990496277809,0.1986302174627781
Llama-3.1-8B,2,29,0.109375,0.08967464696615934,0.19904964696615934
Llama-3.1-8B,28,26,0.09765625,0.10148557182401419,0.1991418218240142
Llama-3.1-8B,2,9,0.095703125,0.10373868141323328,0.19944180641323328
Llama-3.1-8B,18,27,0.0947265625,0.10539124999195337,0.20011781249195337
Llama-3.1-8B,18,23,0.091796875,0.1085182661190629,0.2003151411190629
Llama-3.1-8B,2,20,0.07421875,0.12635360844433308,0.20057235844433308
Llama-3.1-8B,9,21,0.0859375,0.11530220601707697,0.20123970601707697
Llama-3.1-8B,12,22,0.08203125,0.11964252591133118,0.20167377591133118
Llama-3.1-8B,12,21,0.08203125,0.1204675454646349,0.2024987954646349
Llama-3.1-8B,2,12,0.0947265625,0.10827605240046978,0.20300261490046978
Llama-3.1-8B,2,10,0.10546875,0.09795260801911354,0.20342135801911354
Llama-3.1-8B,28,27,0.095703125,0.10866773966699839,0.2043708646669984
Llama-3.1-8B,22,23,0.0908203125,0.1136721046641469,0.2044924171641469
Llama-3.1-8B,4,20,0.08203125,0.12367453332990408,0.20570578332990408
Llama-3.1-8B,14,22,0.0908203125,0.11497063562273979,0.2057909481227398
Llama-3.1-8B,4,19,0.0927734375,0.11339171882718801,0.20616515632718801
Llama-3.1-8B,21,27,0.0888671875,0.11770859733223915,0.20657578483223915
Llama-3.1-8B,10,29,0.1171875,0.08984018629416823,0.20702768629416823
Llama-3.1-8B,18,24,0.09375,0.11340202111750841,0.2071520211175084
Llama-3.1-8B,23,22,0.0908203125,0.1172247901558876,0.2080451026558876
Llama-3.1-8B,16,29,0.1044921875,0.10402681771665812,0.20851900521665812
Llama-3.1-8B,10,21,0.0986328125,0.11004767846316099,0.208680490963161
Llama-3.1-8B,13,22,0.0810546875,0.12806029058992863,0.20911497808992863
Llama-3.1-8B,1,8,0.1064453125,0.10284716542810202,0.20929247792810202
Llama-3.1-8B,3,9,0.1064453125,0.10290207713842392,0.20934738963842392
Llama-3.1-8B,24,23,0.1044921875,0.10521515179425478,0.20970733929425478
Llama-3.1-8B,13,29,0.1142578125,0.09548292681574821,0.20974073931574821
Llama-3.1-8B,27,24,0.091796875,0.11805352941155434,0.20985040441155434
Llama-3.1-8B,19,27,0.091796875,0.11837430205196142,0.21017117705196142
Llama-3.1-8B,15,12,0.1044921875,0.10583611018955708,0.21032829768955708
Llama-3.1-8B,16,12,0.09765625,0.11294860672205687,0.21060485672205687
Llama-3.1-8B,6,9,0.107421875,0.10341901425272226,0.21084088925272226
Llama-3.1-8B,8,12,0.103515625,0.10738358646631241,0.2108992114663124
Llama-3.1-8B,17,24,0.09375,0.11742260586470366,0.21117260586470366
Llama-3.1-8B,27,23,0.0947265625,0.11664657481014729,0.21137313731014729
Llama-3.1-8B,23,20,0.0888671875,0.12366981338709593,0.21253700088709593
Llama-3.1-8B,28,25,0.1025390625,0.11020569037646055,0.21274475287646055
Llama-3.1-8B,24,22,0.099609375,0.113481386564672,0.213090761564672
Llama-3.1-8B,11,22,0.09375,0.11946243327111006,0.21321243327111006
Llama-3.1-8B,23,27,0.0947265625,0.11855316907167435,0.21327973157167435
Llama-3.1-8B,3,18,0.1005859375,0.1131874043494463,0.2137733418494463
Llama-3.1-8B,6,12,0.103515625,0.11037042364478111,0.2138860486447811
Llama-3.1-8B,22,27,0.0986328125,0.11579772550612688,0.21443053800612688
Llama-3.1-8B,11,9,0.1142578125,0.10028763953596354,0.21454545203596354
Llama-3.1-8B,2,19,0.1005859375,0.11405150406062603,0.21463744156062603
Llama-3.1-8B,3,10,0.1162109375,0.09958756761625409,0.2157985051162541
Llama-3.1-8B,19,24,0.0888671875,0.12727291323244572,0.21614010073244572
Llama-3.1-8B,3,20,0.091796875,0.1244750702753663,0.2162719452753663
Llama-3.1-8B,1,10,0.109375,0.1073579965159297,0.2167329965159297
Llama-3.1-8B,11,8,0.109375,0.1074808482080698,0.2168558482080698
Llama-3.1-8B,6,19,0.1005859375,0.11726511269807816,0.21785105019807816
Llama-3.1-8B,9,20,0.0859375,0.13221473898738623,0.21815223898738623
Llama-3.1-8B,9,7,0.1015625,0.11672599520534277,0.21828849520534277
Llama-3.1-8B,6,18,0.091796875,0.12668250873684883,0.21847938373684883
Llama-3.1-8B,7,19,0.1015625,0.11700961925089359,0.2185721192508936
Llama-3.1-8B,20,27,0.1005859375,0.11840198934078217,0.21898792684078217
Llama-3.1-8B,18,12,0.111328125,0.10861583054065704,0.21994395554065704
Llama-3.1-8B,6,10,0.115234375,0.10472891852259636,0.21996329352259636
Llama-3.1-8B,15,23,0.0966796875,0.1234243419021368,0.2201040294021368
Llama-3.1-8B,11,21,0.1015625,0.11876843776553869,0.2203309377655387
Llama-3.1-8B,9,19,0.0966796875,0.12382388953119516,0.22050357703119516
Llama-3.1-8B,0,10,0.115234375,0.1062751691788435,0.2215095441788435
Llama-3.1-8B,25,22,0.091796875,0.129727054387331,0.221523929387331
Llama-3.1-8B,4,12,0.1123046875,0.10977345891296864,0.22207814641296864
Llama-3.1-8B,20,23,0.10546875,0.11669734213501215,0.22216609213501215
Llama-3.1-8B,15,24,0.0966796875,0.12580500543117523,0.22248469293117523
Llama-3.1-8B,2,18,0.1044921875,0.11807747837156057,0.22256966587156057
Llama-3.1-8B,0,21,0.1064453125,0.1161511205136776,0.2225964330136776
Llama-3.1-8B,1,19,0.103515625,0.11937009636312723,0.22288572136312723
Llama-3.1-8B,21,8,0.1181640625,0.10567153990268707,0.22383560240268707
Llama-3.1-8B,17,23,0.1044921875,0.11965417116880417,0.22414635866880417
Llama-3.1-8B,0,8,0.1142578125,0.11030387505888939,0.2245616875588894
Llama-3.1-8B,20,8,0.115234375,0.10995454993098974,0.22518892493098974
Llama-3.1-8B,16,22,0.09375,0.13150627724826336,0.22525627724826336
Llama-3.1-8B,10,9,0.10546875,0.11988958436995745,0.22535833436995745
Llama-3.1-8B,22,8,0.1142578125,0.11166575457900763,0.22592356707900763
Llama-3.1-8B,21,22,0.0927734375,0.13339822553098202,0.22617166303098202
Llama-3.1-8B,2,14,0.111328125,0.11487135756760836,0.22619948256760836
Llama-3.1-8B,26,22,0.10546875,0.12079775519669056,0.22626650519669056
Llama-3.1-8B,15,29,0.1201171875,0.10617826040834188,0.22629544790834188
Llama-3.1-8B,19,23,0.0966796875,0.12970388866961002,0.22638357616961002
Llama-3.1-8B,18,8,0.1171875,0.10952423699200153,0.22671173699200153
Llama-3.1-8B,1,20,0.091796875,0.1350805088877678,0.2268773838877678
Llama-3.1-8B,5,3,0.1005859375,0.1264519039541483,0.2270378414541483
Llama-3.1-8B,6,16,0.0888671875,0.13858091831207275,0.22744810581207275
Llama-3.1-8B,1,12,0.107421875,0.12015920039266348,0.22758107539266348
Llama-3.1-8B,25,21,0.1015625,0.12602783273905516,0.22759033273905516
Llama-3.1-8B,10,12,0.10546875,0.12233213149011135,0.22780088149011135
Llama-3.1-8B,16,13,0.1064453125,0.12147471681237221,0.2279200293123722
Llama-3.1-8B,5,20,0.0908203125,0.13710179459303617,0.22792210709303617
Llama-3.1-8B,8,19,0.1044921875,0.12352767493575811,0.2280198624357581
Llama-3.1-8B,6,8,0.1181640625,0.10993761103600264,0.22810167353600264
Llama-3.1-8B,26,29,0.109375,0.11912745237350464,0.22850245237350464
Llama-3.1-8B,1,9,0.103515625,0.12503772135823965,0.22855334635823965
Llama-3.1-8B,7,20,0.0908203125,0.13787256088107824,0.22869287338107824
Llama-3.1-8B,13,8,0.12109375,0.10787778347730637,0.22897153347730637
Llama-3.1-8B,20,12,0.1142578125,0.11501418426632881,0.2292719967663288
Llama-3.1-8B,6,20,0.083984375,0.14553754311054945,0.22952191811054945
Llama-3.1-8B,23,10,0.1220703125,0.10854749288409948,0.23061780538409948
Llama-3.1-8B,12,8,0.1240234375,0.10660559963434935,0.23062903713434935
Llama-3.1-8B,5,9,0.1142578125,0.11639153026044369,0.2306493427604437
Llama-3.1-8B,0,9,0.1171875,0.11381187289953232,0.23099937289953232
Llama-3.1-8B,9,12,0.11328125,0.11790183559060097,0.23118308559060097
Llama-3.1-8B,8,20,0.0908203125,0.14036339055746794,0.23118370305746794
Llama-3.1-8B,8,18,0.1005859375,0.13089951127767563,0.23148544877767563
Llama-3.1-8B,7,10,0.119140625,0.11247389949858189,0.2316145244985819
Llama-3.1-8B,19,8,0.123046875,0.10895175766199827,0.23199863266199827
Llama-3.1-8B,4,9,0.115234375,0.11705780774354935,0.23229218274354935
Llama-3.1-8B,6,13,0.1103515625,0.12228908762335777,0.23264065012335777
Llama-3.1-8B,12,10,0.1240234375,0.1088213762268424,0.2328448137268424
Llama-3.1-8B,3,13,0.1123046875,0.12059873528778553,0.23290342278778553
Llama-3.1-8B,4,10,0.123046875,0.1103969607502222,0.2334438357502222
Llama-3.1-8B,13,10,0.12109375,0.11343577783554792,0.23452952783554792
Llama-3.1-8B,11,19,0.1064453125,0.12819399032741785,0.23463930282741785
Llama-3.1-8B,0,12,0.1171875,0.11808433942496777,0.23527183942496777
Llama-3.1-8B,11,10,0.1142578125,0.12127393297851086,0.23553174547851086
Llama-3.1-8B,6,14,0.111328125,0.12433237489312887,0.23566049989312887
Llama-3.1-8B,23,21,0.11328125,0.12246597278863192,0.23574722278863192
Llama-3.1-8B,16,10,0.12109375,0.1149407783523202,0.2360345283523202
Llama-3.1-8B,3,7,0.1083984375,0.1276397369801998,0.2360381744801998
Llama-3.1-8B,20,10,0.123046875,0.1132765831425786,0.2363234581425786
Llama-3.1-8B,26,21,0.11328125,0.12336636614054441,0.23664761614054441
Llama-3.1-8B,4,18,0.10546875,0.13127992022782564,0.23674867022782564
Llama-3.1-8B,5,19,0.109375,0.1276565482839942,0.2370315482839942
